device_id,machine_type,window_index,window_start,window_end,anomaly_score,risk_level,temperature_c_mean,temperature_c_std,temperature_c_min,temperature_c_max,vibration_rms_mean,vibration_rms_std,vibration_rms_min,vibration_rms_max,rpm_mean,rpm_std,rpm_min,rpm_max,pressure_bar_mean,pressure_bar_std,pressure_bar_min,pressure_bar_max,flow_lpm_mean,flow_lpm_std,flow_lpm_min,flow_lpm_max,current_a_mean,current_a_std,current_a_min,current_a_max,oil_temp_c_mean,oil_temp_c_std,oil_temp_c_min,oil_temp_c_max,humidity_pct_mean,humidity_pct_std,humidity_pct_min,humidity_pct_max,power_kw_mean,power_kw_std,power_kw_min,power_kw_max
cnc-spindle-301,cnc_spindle,174,2026-03-16T09:51:24.640153+00:00,2026-03-16T10:23:14.731251+00:00,0.0,low,82.2138,6.1015,73.88,105.9,1.7582,1.0801,0.989,7.739,10734.5417,595.4635,9953.8,11787.5,,,,,,,,,24.7811,2.3322,20.83,33.347,61.8428,2.3042,59.22,71.4,,,,,7.7302,0.9531,6.276,11.463
cnc-spindle-301,cnc_spindle,175,2026-03-16T09:59:44.661822+00:00,2026-03-16T10:31:34.754302+00:00,0.0,low,82.003,6.4944,73.88,105.9,1.789,1.2908,0.977,7.739,10858.3781,617.0466,9953.8,11787.5,,,,,,,,,24.2096,2.5431,20.83,33.347,62.533,2.2741,59.42,71.4,,,,,7.5966,1.015,6.216,11.463
cnc-spindle-301,cnc_spindle,176,2026-03-16T10:07:04.685171+00:00,2026-03-16T10:38:44.778332+00:00,0.0,low,81.4597,6.5328,74.27,105.9,1.7583,1.2149,0.977,7.739,10894.1646,578.4579,9949.8,11787.5,,,,,,,,,24.0615,2.4068,20.83,33.347,62.7114,2.1741,59.42,69.69,,,,,7.5997,0.9372,6.216,11.161
cnc-spindle-301,cnc_spindle,177,2026-03-16T10:15:14.708531+00:00,2026-03-16T10:47:14.802505+00:00,0.0,low,82.3075,6.304,74.27,105.9,1.8247,1.2794,0.964,7.774,10784.5906,634.5124,9949.8,11787.5,,,,,,,,,24.8436,2.3014,20.844,33.347,61.909,2.2553,59.21,69.69,,,,,7.7185,0.9254,6.216,11.161
cnc-spindle-301,cnc_spindle,178,2026-03-16T10:23:44.732001+00:00,2026-03-16T10:55:04.826236+00:00,0.0,low,82.3366,5.9608,74.27,103.51,1.6682,1.1398,0.964,7.774,10711.1719,565.7663,9949.8,11621.3,,,,,,,,,23.6876,2.2364,20.835,32.481,62.2117,2.0429,59.21,69.69,,,,,7.435,0.8529,6.216,9.897
cnc-spindle-301,cnc_spindle,179,2026-03-16T10:31:54.754952+00:00,2026-03-16T11:03:54.850230+00:00,0.0,low,81.2257,5.4542,74.27,103.51,1.6923,0.8822,0.964,7.774,10793.9115,633.6092,9949.8,11655.2,,,,,,,,,24.4353,2.1824,20.835,32.481,62.5267,1.9085,59.21,69.69,,,,,7.6946,0.7805,6.258,9.897
cnc-spindle-301,cnc_spindle,180,2026-03-16T10:39:04.779565+00:00,2026-03-16T11:13:14.873772+00:00,0.0,low,81.3693,5.1877,74.49,103.51,1.5501,0.8121,0.964,7.774,10893.9917,567.582,9949.8,11655.2,,,,,,,,,24.2861,2.3341,20.835,32.481,61.7494,1.8331,59.21,67.67,,,,,7.3806,0.8442,6.256,9.927
cnc-spindle-301,cnc_spindle,181,2026-03-16T10:48:04.803942+00:00,2026-03-16T11:20:04.901113+00:00,0.0,low,82.4091,5.5821,74.49,103.19,1.6981,0.9539,0.978,7.685,10841.9125,621.536,9946.1,11655.2,,,,,,,,,23.7471,2.3213,20.835,32.007,62.0375,1.8881,59.25,67.67,,,,,7.6625,0.918,6.256,10.489
cnc-spindle-301,cnc_spindle,182,2026-03-16T10:55:24.827132+00:00,2026-03-16T11:28:34.925909+00:00,0.0,low,82.6774,6.6377,74.49,111.88,1.7557,1.2313,0.959,8.066,10727.5177,582.5987,9946.1,11655.2,,,,,,,,,24.908,2.424,20.997,33.473,62.7783,2.3083,59.25,71.55,,,,,7.5848,0.9689,6.256,10.489
cnc-spindle-301,cnc_spindle,183,2026-03-16T11:04:04.850960+00:00,2026-03-16T11:36:34.952697+00:00,0.0,low,82.061,6.8795,74.49,111.88,1.7446,1.2327,0.959,8.066,10744.8052,602.3201,9946.1,11653.7,,,,,,,,,23.9356,2.5901,20.798,33.473,62.1187,2.3246,59.25,71.55,,,,,7.5691,0.9765,6.256,10.489
cnc-spindle-301,cnc_spindle,184,2026-03-16T11:13:34.874627+00:00,2026-03-16T11:44:34.977892+00:00,0.0,low,82.4339,6.4678,74.99,111.88,1.7716,1.1621,0.959,8.066,10865.5667,602.2266,9946.1,11653.7,,,,,,,,,24.1981,2.4736,20.798,33.473,62.044,2.2531,59.3,71.55,,,,,7.7272,0.8899,6.27,10.489
cnc-spindle-301,cnc_spindle,185,2026-03-16T11:20:34.902232+00:00,2026-03-16T11:52:25.002711+00:00,0.0,low,82.8539,6.4414,74.99,111.88,1.6015,1.0339,0.959,8.066,10884.9354,579.5971,9946.1,11653.7,,,,,,,,,24.6,2.2888,20.798,33.473,62.7059,2.3475,59.37,71.93,,,,,7.4261,0.8884,6.233,11.413
cnc-spindle-301,cnc_spindle,186,2026-03-16T11:28:44.926835+00:00,2026-03-16T12:00:25.027044+00:00,0.0,low,82.4124,6.3096,74.99,105.46,1.8037,1.2427,0.962,7.828,10771.5094,620.3038,9946.1,11653.7,,,,,,,,,23.6972,2.1565,20.798,30.896,62.1411,2.1497,59.37,71.93,,,,,7.7934,0.9956,6.233,11.413
cnc-spindle-301,cnc_spindle,187,2026-03-16T11:37:04.953313+00:00,2026-03-16T12:08:35.052521+00:00,0.0,low,82.3672,6.7067,74.99,105.46,1.7254,1.3404,0.962,7.828,10715.5885,564.2769,9946.1,11779.9,,,,,,,,,24.776,2.1614,20.898,30.896,61.977,2.3351,59.37,71.93,,,,,7.5135,1.0696,6.233,11.413
cnc-spindle-301,cnc_spindle,188,2026-03-16T11:45:04.978865+00:00,2026-03-16T12:16:25.077433+00:00,0.0,low,83.2391,6.4073,75.29,105.46,1.8116,1.3263,0.962,7.828,10812.3,631.0199,9946.1,11779.9,,,,,,,,,24.3018,2.2606,20.898,30.896,62.7303,2.2418,59.4,71.93,,,,,7.7146,1.0736,6.233,11.413
cnc-spindle-301,cnc_spindle,189,2026-03-16T11:52:45.003958+00:00,2026-03-16T12:24:45.103776+00:00,0.0,low,83.5335,6.7011,75.29,109.74,1.7708,1.2582,0.962,7.828,10900.65,561.533,9974.7,11779.9,,,,,,,,,23.97,2.2385,20.898,30.896,62.3117,2.1356,59.4,70.34,,,,,7.6471,1.0749,6.234,11.052
cnc-spindle-301,cnc_spindle,190,2026-03-16T12:00:35.027909+00:00,2026-03-16T12:33:25.129112+00:00,0.0,low,82.4814,6.2762,75.29,109.74,1.6319,0.9558,0.962,8.136,10828.6156,630.7654,9945.4,11779.9,,,,,,,,,24.7471,2.119,21.014,32.061,61.8065,2.0966,59.39,70.34,,,,,7.5101,0.9102,6.234,10.839
cnc-spindle-301,cnc_spindle,191,2026-03-16T12:08:45.053551+00:00,2026-03-16T12:41:35.156593+00:00,0.0,low,82.3817,5.9347,75.46,109.74,1.6774,0.8298,0.962,8.136,10716.8406,574.6285,9945.4,11653.6,,,,,,,,,23.6248,2.1135,20.752,32.061,62.4771,1.9082,59.39,70.34,,,,,7.6952,0.8434,6.234,10.839
cnc-spindle-301,cnc_spindle,192,2026-03-16T12:16:55.078131+00:00,2026-03-16T12:49:05.181683+00:00,0.0,low,83.5152,6.7218,75.46,113.52,1.5924,0.9432,0.962,8.136,10752.7865,615.2756,9945.4,11695.4,,,,,,,,,24.3032,2.3084,20.752,32.512,62.3384,1.9344,59.39,70.34,,,,,7.4169,0.8733,6.234,10.839
cnc-spindle-301,cnc_spindle,193,2026-03-16T12:24:55.104613+00:00,2026-03-16T12:55:05.206122+00:00,0.0,low,83.2415,6.4749,75.46,113.52,1.7555,1.1243,0.984,8.947,10873.6583,598.2709,9945.4,11695.4,,,,,,,,,24.4533,2.4319,20.752,33.15,61.7364,1.9888,59.3,67.27,,,,,7.7287,0.8449,6.315,10.936
cnc-spindle-301,cnc_spindle,194,2026-03-16T12:33:35.130279+00:00,2026-03-16T13:03:45.229496+00:00,0.0,low,82.607,6.4027,75.46,113.52,1.6272,1.0544,0.984,8.947,10877.9708,593.2526,9952.6,11695.4,,,,,,,,,23.6865,2.3895,20.752,33.15,62.4217,1.9916,59.3,71.06,,,,,7.4614,0.9202,6.232,10.936
cnc-spindle-301,cnc_spindle,195,2026-03-16T12:41:55.157462+00:00,2026-03-16T13:11:25.253757+00:00,0.0,low,84.1239,7.0117,75.8,113.52,1.9324,1.5644,0.984,8.947,10763.2646,617.5221,9952.6,11695.4,,,,,,,,,25.0153,2.7392,21.063,33.956,62.6971,2.4907,59.3,71.24,,,,,7.7167,1.0874,6.232,11.583
cnc-spindle-301,cnc_spindle,196,2026-03-16T12:49:25.182579+00:00,2026-03-16T13:20:25.280433+00:00,0.0,low,84.9346,7.3486,75.8,111.39,2.0198,1.7198,0.99,8.947,10722.8906,574.0618,9952.6,11687.7,,,,,,,,,24.2959,2.8562,20.808,33.956,62.0782,2.666,59.3,71.24,,,,,7.7408,1.1002,6.232,11.583
cnc-spindle-301,cnc_spindle,197,2026-03-16T12:55:15.206960+00:00,2026-03-16T13:27:45.306608+00:00,0.0,low,84.3398,7.0872,75.8,111.39,1.9446,1.6639,0.99,8.256,10829.3271,631.1583,9952.6,11687.7,,,,,,,,,24.364,2.8351,20.808,33.956,62.6779,2.5799,59.49,71.24,,,,,7.6009,1.0875,6.232,11.583
cnc-spindle-301,cnc_spindle,198,2026-03-16T13:04:05.230949+00:00,2026-03-16T13:35:05.332752+00:00,0.0,low,84.0346,7.3484,75.99,111.39,2.0546,1.6472,1.036,8.256,10905.0312,560.7938,9996.4,11687.7,,,,,,,,,24.964,2.6202,20.808,33.956,62.9281,2.6022,59.49,71.52,,,,,7.8663,1.0034,6.44,11.583
cnc-spindle-301,cnc_spindle,199,2026-03-16T13:11:35.255467+00:00,2026-03-16T13:43:45.358906+00:00,0.0,low,83.9642,6.1058,75.99,111.39,1.6818,1.2175,0.954,8.243,10817.2198,636.6894,9945.8,11687.7,,,,,,,,,23.6391,2.2282,20.808,32.918,61.8831,2.3035,59.34,71.52,,,,,7.4609,0.8812,6.367,10.379
cnc-spindle-301,cnc_spindle,200,2026-03-16T13:20:45.281343+00:00,2026-03-16T13:51:45.382526+00:00,0.0,low,84.1881,6.4072,75.99,111.42,1.7924,1.1957,0.954,8.083,10715.075,570.4144,9945.8,11651.4,,,,,,,,,24.5804,2.503,21.018,33.181,62.2984,2.2831,59.34,71.52,,,,,7.7538,0.9463,6.367,11.841
cnc-spindle-301,cnc_spindle,201,2026-03-16T13:27:55.307506+00:00,2026-03-16T13:59:25.406460+00:00,0.0,low,83.5358,6.8948,75.99,111.42,1.7017,1.1893,0.954,8.083,10765.5083,624.8072,9945.8,11768.5,,,,,,,,,24.3136,2.5264,21.018,33.181,62.7356,2.3151,59.34,71.52,,,,,7.5236,0.993,6.242,11.841
cnc-spindle-301,cnc_spindle,202,2026-03-16T13:35:35.333523+00:00,2026-03-16T14:07:45.431209+00:00,0.0,low,83.9385,7.0898,76.09,111.42,1.7934,1.2815,0.954,8.083,10885.1219,592.9055,9945.8,11768.5,,,,,,,,,23.9107,2.5328,21.018,33.181,61.9926,2.3079,59.23,70.66,,,,,7.6334,1.0422,6.242,11.841
cnc-spindle-301,cnc_spindle,203,2026-03-16T13:44:05.359758+00:00,2026-03-16T14:16:25.455305+00:00,0.0,low,84.7339,7.0582,76.09,111.42,1.8115,1.276,0.975,8.083,10872.6833,607.2581,9948.1,11768.5,,,,,,,,,24.9292,2.326,21.063,33.181,62.2252,2.2024,59.23,70.66,,,,,7.6865,1.0231,6.242,11.841
cnc-spindle-301,cnc_spindle,204,2026-03-16T13:52:05.383400+00:00,2026-03-16T14:25:05.481554+00:00,0.0,low,84.2039,6.2109,76.09,108.85,1.6802,1.1472,0.975,7.705,10748.9812,615.0235,9948.1,11768.5,,,,,,,,,23.8606,2.2099,20.752,31.203,62.7441,2.2881,59.23,72.2,,,,,7.4689,0.9529,6.242,10.977
cnc-spindle-301,cnc_spindle,205,2026-03-16T13:59:35.408380+00:00,2026-03-16T14:33:05.506105+00:00,0.0,low,83.4766,6.4288,76.09,105.52,1.7943,1.1419,1.01,7.705,10723.4219,585.7464,9948.1,11651.3,,,,,,,,,24.3351,2.2036,20.752,30.97,62.0468,2.269,59.23,72.2,,,,,7.7651,0.9461,6.368,11.218
cnc-spindle-301,cnc_spindle,206,2026-03-16T14:08:15.432064+00:00,2026-03-16T14:40:15.530885+00:00,0.0,low,83.435,5.516,76.27,105.52,1.5481,0.8972,0.993,7.705,10833.776,628.6748,9948.1,11651.3,,,,,,,,,24.5055,2.1281,20.752,30.97,61.9404,2.1268,59.21,72.2,,,,,7.3938,0.9079,6.209,11.218
cnc-spindle-301,cnc_spindle,207,2026-03-16T14:16:55.456282+00:00,2026-03-16T14:48:05.555772+00:00,0.0,low,83.9815,5.7335,76.27,105.52,1.6715,0.8896,0.993,7.705,10895.5625,566.6848,9967.4,11651.3,,,,,,,,,23.5925,2.117,20.727,30.97,62.6207,2.141,59.21,72.2,,,,,7.6772,0.9258,6.209,11.218
cnc-spindle-301,cnc_spindle,208,2026-03-16T14:25:15.482421+00:00,2026-03-16T14:55:55.580455+00:00,0.0,low,83.1036,5.0423,76.27,105.52,1.5273,0.6519,0.978,6.906,10800.1542,636.1979,9952.1,11651.3,,,,,,,,,24.5781,2.0458,20.727,30.97,61.9668,1.8085,59.21,70.28,,,,,7.4683,0.9025,6.209,11.218
cnc-spindle-301,cnc_spindle,209,2026-03-16T14:33:15.506791+00:00,2026-03-16T15:04:35.603756+00:00,0.0,low,82.4966,4.7297,76.28,89.83,1.4899,0.3459,0.978,2.045,10706.8771,564.4425,9952.1,11629.0,,,,,,,,,23.8711,2.0063,20.727,27.123,61.6477,1.6797,59.21,64.75,,,,,7.4835,0.8271,6.209,8.713
cnc-spindle-301,cnc_spindle,210,2026-03-16T14:40:35.531694+00:00,2026-03-16T15:12:05.626579+00:00,0.0,low,83.2508,4.5444,76.28,89.83,1.5375,0.3326,0.978,2.045,10772.575,629.0233,9952.1,11654.2,,,,,,,,,23.7557,1.9787,20.727,27.123,62.4003,1.7314,59.35,64.75,,,,,7.5972,0.797,6.212,8.713
cnc-spindle-301,cnc_spindle,211,2026-03-16T14:48:25.556734+00:00,2026-03-16T15:20:25.650397+00:00,0.0,low,83.6418,5.4974,76.28,112.35,1.4845,0.5793,0.978,6.24,10885.5177,578.0118,9952.1,11654.2,,,,,,,,,24.6482,2.0106,20.745,30.995,62.0706,1.7465,59.35,68.21,,,,,7.3903,0.8109,6.212,10.35
cnc-spindle-301,cnc_spindle,212,2026-03-16T14:56:15.581156+00:00,2026-03-16T15:29:35.674755+00:00,0.0,low,82.9566,5.6538,76.28,112.35,1.688,0.8898,0.99,8.382,10856.7875,610.1994,9946.0,11654.2,,,,,,,,,23.5842,2.0895,20.745,30.995,61.7506,1.985,59.35,68.35,,,,,7.7403,0.8252,6.288,10.485
cnc-spindle-301,cnc_spindle,213,2026-03-16T15:04:55.604543+00:00,2026-03-16T15:39:25.697270+00:00,0.0,low,83.0217,5.6089,76.18,112.35,1.5557,0.9109,0.96,8.382,10735.1635,598.5871,9946.0,11654.2,,,,,,,,,24.3194,2.1122,20.882,30.995,62.4991,1.8686,59.51,68.35,,,,,7.423,0.8748,6.232,10.485
cnc-spindle-301,cnc_spindle,214,2026-03-16T15:12:25.627378+00:00,2026-03-16T15:47:55.718628+00:00,0.0,low,84.2364,6.4671,76.18,112.35,1.7758,1.2461,0.96,8.646,10729.35,592.8136,9946.0,11750.7,,,,,,,,,24.4017,2.3238,20.882,32.481,62.3819,2.0746,59.51,69.35,,,,,7.7311,1.0006,6.232,10.957
cnc-spindle-301,cnc_spindle,215,2026-03-16T15:20:35.651119+00:00,2026-03-16T15:57:25.742191+00:00,0.0,low,83.6821,5.6455,76.18,107.0,1.6725,1.1702,0.96,8.646,10847.6125,623.2615,9946.0,11750.7,,,,,,,,,23.6221,2.1978,20.73,32.481,61.751,2.1309,59.31,69.35,,,,,7.5608,1.005,6.232,10.957
cnc-spindle-301,cnc_spindle,216,2026-03-16T15:30:05.675435+00:00,2026-03-16T16:04:45.763952+00:00,0.0,low,83.0729,6.0568,76.15,107.0,1.6364,1.0288,0.96,8.646,10894.8552,572.5048,9950.6,11750.7,,,,,,,,,24.7668,2.3205,20.73,34.415,62.3918,1.9989,59.31,69.35,,,,,7.5277,0.9794,6.232,10.957
cnc-spindle-301,cnc_spindle,217,2026-03-16T15:39:45.698444+00:00,2026-03-16T16:11:55.787208+00:00,0.0,low,83.5969,5.7348,76.15,107.0,1.7048,1.0132,1.001,8.646,10790.625,635.9338,9945.0,11750.7,,,,,,,,,23.9303,2.4622,20.73,34.415,62.395,2.002,59.31,69.35,,,,,7.6948,0.9365,6.306,10.957
cnc-spindle-301,cnc_spindle,218,2026-03-16T15:48:15.719510+00:00,2026-03-16T16:19:55.808598+00:00,0.0,low,83.7467,5.0652,76.15,100.37,1.4766,0.5245,1.001,5.606,10707.9385,562.0847,9945.0,11603.8,,,,,,,,,24.0209,2.271,20.73,34.415,61.5856,1.8491,59.31,68.26,,,,,7.363,0.7926,6.242,9.996
cnc-spindle-301,cnc_spindle,219,2026-03-16T15:57:35.743281+00:00,2026-03-16T16:28:25.830102+00:00,0.0,low,84.161,7.1414,76.15,110.68,1.8285,1.1995,1.007,8.28,10791.9667,638.0554,9945.0,11772.9,,,,,,,,,24.845,2.4891,21.008,34.415,62.4103,2.1757,59.36,69.62,,,,,7.806,0.9791,6.242,11.717
cnc-spindle-301,cnc_spindle,220,2026-03-16T16:04:55.765106+00:00,2026-03-16T16:35:15.851995+00:00,0.0,low,83.8466,7.4188,76.23,110.68,1.7138,1.2348,0.991,8.28,10896.3458,577.0106,9945.0,11772.9,,,,,,,,,23.7644,2.378,21.008,32.417,62.691,2.354,59.36,72.17,,,,,7.5129,1.0089,6.242,11.717
cnc-spindle-301,cnc_spindle,221,2026-03-16T16:12:25.788070+00:00,2026-03-16T16:43:45.876739+00:00,0.0,low,84.6369,7.1486,76.23,110.68,1.8027,1.2192,0.991,8.28,10850.5969,626.4058,9945.1,11772.9,,,,,,,,,24.7346,2.327,21.033,32.417,61.9487,2.4939,59.36,72.17,,,,,7.7219,1.0067,6.242,11.717
cnc-spindle-301,cnc_spindle,222,2026-03-16T16:20:05.809601+00:00,2026-03-16T16:52:25.899745+00:00,0.0,low,84.9942,7.6247,76.23,110.68,1.8247,1.3359,0.968,8.28,10733.3823,596.4265,9945.1,11772.9,,,,,,,,,24.3634,2.5346,20.895,32.417,62.4604,2.4072,59.4,72.17,,,,,7.6639,1.0436,6.243,11.717
cnc-spindle-301,cnc_spindle,223,2026-03-16T16:28:35.830996+00:00,2026-03-16T17:00:15.923016+00:00,0.0,low,83.1152,5.7037,76.23,109.91,1.5721,0.779,0.968,6.931,10736.5229,599.0148,9945.1,11654.5,,,,,,,,,23.7344,2.1325,20.895,31.174,62.6057,2.0771,59.4,72.17,,,,,7.4645,0.8219,6.243,9.601
cnc-spindle-301,cnc_spindle,224,2026-03-16T16:35:35.852948+00:00,2026-03-16T17:07:35.946065+00:00,0.0,low,83.3326,5.5221,76.13,109.91,1.6965,0.8614,0.968,6.931,10858.7177,612.5629,9945.1,11654.5,,,,,,,,,24.7551,2.2669,20.895,32.325,61.9112,2.0735,59.33,69.14,,,,,7.7083,0.8643,6.243,10.326
cnc-spindle-301,cnc_spindle,225,2026-03-16T16:44:05.877727+00:00,2026-03-16T17:15:45.969723+00:00,0.0,low,84.0944,5.5596,76.13,109.91,1.5741,0.877,0.968,6.931,10889.0177,578.1908,9947.7,11654.5,,,,,,,,,23.7056,2.3546,20.895,32.325,62.1367,1.9868,59.33,69.14,,,,,7.4111,0.8654,6.243,10.326
cnc-spindle-301,cnc_spindle,226,2026-03-16T16:52:35.900796+00:00,2026-03-16T17:23:45.991149+00:00,0.0,low,83.5696,4.7172,76.13,95.84,1.6491,0.6651,0.982,5.757,10774.8875,631.7422,9947.7,11654.5,,,,,,,,,24.2569,2.2712,20.959,32.325,62.6125,1.9461,59.33,69.14,,,,,7.7202,0.827,6.273,10.326
cnc-spindle-301,cnc_spindle,227,2026-03-16T17:00:25.923744+00:00,2026-03-16T17:31:06.014363+00:00,0.0,low,83.0808,5.2217,76.13,96.77,1.5953,0.8623,0.952,6.645,10710.3219,569.5838,9947.7,11629.2,,,,,,,,,24.4679,2.2739,20.959,32.325,62.0022,1.9851,59.33,69.14,,,,,7.4788,0.8962,6.22,10.326
cnc-spindle-301,cnc_spindle,228,2026-03-16T17:07:45.946910+00:00,2026-03-16T17:39:16.037402+00:00,0.0,low,83.1895,4.6289,76.13,96.77,1.57,0.6165,0.952,6.645,10799.3823,637.3182,9947.7,11654.2,,,,,,,,,23.482,1.9775,20.808,28.078,61.8389,1.7159,59.36,67.45,,,,,7.5912,0.8397,6.22,9.154
cnc-spindle-301,cnc_spindle,229,2026-03-16T17:15:55.970798+00:00,2026-03-16T17:47:06.060608+00:00,0.0,low,83.7415,4.9267,76.13,96.77,1.5572,0.6206,0.952,6.645,10894.3646,568.0153,9962.8,11654.2,,,,,,,,,24.5483,1.9937,20.808,28.078,62.5276,1.788,59.36,67.45,,,,,7.5621,0.847,6.22,9.154
cnc-spindle-301,cnc_spindle,230,2026-03-16T17:24:15.991829+00:00,2026-03-16T17:54:46.085617+00:00,0.0,low,83.0336,4.6394,76.13,96.77,1.5107,0.6227,0.952,6.645,10833.2229,629.5681,9948.0,11654.2,,,,,,,,,23.7699,2.1039,20.808,28.078,61.9535,1.6868,59.36,67.45,,,,,7.4239,0.8251,6.22,9.154
cnc-spindle-301,cnc_spindle,231,2026-03-16T17:31:16.015366+00:00,2026-03-16T18:03:16.120118+00:00,0.0,low,82.6654,4.7935,76.37,93.77,1.6272,0.7838,0.984,8.59,10719.0448,581.2224,9948.0,11654.2,,,,,,,,,23.7918,2.1475,20.808,29.529,61.7398,1.8213,59.25,68.37,,,,,7.6666,0.8179,6.314,10.485
cnc-spindle-301,cnc_spindle,232,2026-03-16T17:39:46.038147+00:00,2026-03-16T18:13:26.143857+00:00,0.0,low,83.4546,4.5665,76.41,93.77,1.5028,0.7951,0.956,8.59,10744.2521,609.9142,9948.0,11654.1,,,,,,,,,24.5593,2.0729,20.917,29.529,62.4763,1.8226,59.25,68.37,,,,,7.3451,0.7921,6.263,10.485
cnc-spindle-301,cnc_spindle,233,2026-03-16T17:47:36.061308+00:00,2026-03-16T18:22:16.164290+00:00,0.0,low,83.6035,4.6858,76.41,93.77,1.6376,0.7864,0.956,8.59,10866.2302,603.3377,9948.0,11654.1,,,,,,,,,23.4833,2.0763,20.877,29.529,62.0515,1.7215,59.25,68.37,,,,,7.6628,0.798,6.263,10.485
cnc-spindle-301,cnc_spindle,234,2026-03-16T17:54:56.086808+00:00,2026-03-16T18:30:36.188520+00:00,0.0,low,83.0259,5.2515,76.41,105.85,1.5936,0.9705,0.956,8.59,10882.2333,585.1259,9946.3,11654.1,,,,,,,,,24.4473,2.1961,20.877,30.946,61.702,1.8744,59.25,68.37,,,,,7.4547,0.8572,6.263,10.485
cnc-spindle-301,cnc_spindle,235,2026-03-16T18:03:46.121131+00:00,2026-03-16T18:36:06.212221+00:00,0.0,low,83.1013,5.1771,76.15,105.85,1.6223,0.8339,0.956,6.911,10763.9177,621.6064,9946.3,11654.1,,,,,,,,,24.266,2.2168,20.877,30.946,62.4431,1.8057,59.36,69.03,,,,,7.5925,0.9287,6.263,11.696
cnc-spindle-301,cnc_spindle,236,2026-03-16T18:14:06.144895+00:00,2026-03-16T18:44:26.235167+00:00,0.0,low,83.8726,5.2587,76.15,105.85,1.6338,0.8301,0.994,6.911,10712.3635,567.2022,9946.3,11647.1,,,,,,,,,23.6428,2.1696,20.877,30.946,62.2184,1.7489,59.36,69.03,,,,,7.6367,0.9195,6.207,11.696
cnc-spindle-301,cnc_spindle,237,2026-03-16T18:23:06.165620+00:00,2026-03-16T18:51:56.258005+00:00,0.0,low,83.7873,5.8018,76.15,111.83,1.6285,1.0667,0.993,8.087,10815.4135,633.81,9946.3,11683.6,,,,,,,,,24.7684,2.2925,21.051,34.517,61.7121,1.9727,59.3,69.03,,,,,7.4901,0.9232,6.207,11.696
cnc-spindle-301,cnc_spindle,238,2026-03-16T18:30:46.189367+00:00,2026-03-16T19:00:36.280359+00:00,0.0,low,83.0522,5.8364,76.12,111.83,1.7436,1.0747,0.993,8.087,10897.7781,564.74,9993.6,11683.6,,,,,,,,,23.833,2.4129,20.902,34.517,62.4289,1.8852,59.3,69.03,,,,,7.7764,0.9233,6.207,11.696
cnc-spindle-301,cnc_spindle,239,2026-03-16T18:36:16.212826+00:00,2026-03-16T19:10:26.305011+00:00,0.0,low,83.3957,5.4657,76.12,111.83,1.5619,0.9615,0.986,8.087,10821.3083,634.7766,9949.5,11683.6,,,,,,,,,24.1232,2.3527,20.902,34.517,62.3517,1.7793,59.3,66.96,,,,,7.4103,0.8591,6.207,11.528
cnc-spindle-301,cnc_spindle,240,2026-03-16T18:44:36.236331+00:00,2026-03-16T19:18:36.329140+00:00,0.0,low,83.9494,5.701,76.12,111.83,1.6833,0.9486,0.986,8.087,10714.3896,576.2046,9949.5,11683.6,,,,,,,,,24.5654,2.26,20.902,34.517,61.6938,1.9181,59.3,66.96,,,,,7.6958,0.8744,6.225,11.528
cnc-spindle-301,cnc_spindle,241,2026-03-16T18:52:16.259045+00:00,2026-03-16T19:27:16.351413+00:00,0.0,low,83.4345,5.426,76.12,105.56,1.6434,0.9828,0.986,7.498,10757.8865,624.4686,9949.5,11819.7,,,,,,,,,23.6663,2.2062,20.895,31.07,62.3237,1.896,59.39,68.96,,,,,7.5012,0.9179,6.225,11.528
cnc-spindle-301,cnc_spindle,242,2026-03-16T19:01:06.281358+00:00,2026-03-16T19:36:06.374677+00:00,0.0,low,83.1078,5.5739,76.1,105.56,1.6644,0.9414,0.986,7.089,10878.1427,598.7061,9949.5,11819.7,,,,,,,,,24.6706,2.181,20.895,31.747,62.5431,2.1386,59.39,72.25,,,,,7.5529,0.8825,6.225,10.192
cnc-spindle-301,cnc_spindle,243,2026-03-16T19:10:56.306000+00:00,2026-03-16T19:44:06.398675+00:00,0.0,low,83.8846,5.3421,76.1,105.56,1.7014,0.9316,1.004,7.089,10874.8167,602.5988,9945.1,11819.7,,,,,,,,,24.1561,2.2973,20.874,31.747,61.7799,2.2521,59.29,72.25,,,,,7.6474,0.8595,6.254,10.192
cnc-spindle-301,cnc_spindle,244,2026-03-16T19:18:56.330086+00:00,2026-03-16T19:51:36.421702+00:00,0.0,low,84.014,5.4229,76.1,105.56,1.6132,0.9429,1.004,7.089,10753.9979,621.6233,9945.1,11819.7,,,,,,,,,23.9017,2.3018,20.874,31.747,62.2019,2.1252,59.29,72.25,,,,,7.4132,0.8352,6.254,10.192
cnc-spindle-301,cnc_spindle,245,2026-03-16T19:27:36.352352+00:00,2026-03-16T20:00:16.443811+00:00,0.0,low,83.3049,5.9261,76.1,109.01,1.748,1.0605,1.015,8.043,10717.4927,580.191,9945.1,11654.1,,,,,,,,,24.7596,2.3358,20.874,33.028,62.6251,2.3764,59.29,73.45,,,,,7.7302,0.8785,6.254,11.051
